C1QC	C1QB	0.999
CLTA	EFNB1	0.900
EPHB1	CLTA	0.900
SYT9	EGFR	0.900
PDLIM5	GRIN2D	0.900
PIP5K1C	NRP1	0.900
EPHB1	CLTB	0.900
EPHB2	CLTB	0.900
SLC2A8	PACSIN2	0.900
SLC2A8	SYT9	0.900
SPTBN1	TMED9	0.900
CTTN	SYT2	0.900
P2RY4	NMU	0.900
SH3KBP1	HIP1	0.900
COPS5	PLCG1	0.900
ARRB1	VAMP7	0.900
RPS18	PPP2R2A	0.900
CHRM2	HIP1	0.900
RAB18	DYNLL2	0.900
ARRB1	VAMP4	0.900
SLC2A8	EGFR	0.900
C4A	PENK	0.900
P2RY4	HTR1B	0.900
PAK2	NRP1	0.900
CNTN6	APH1A	0.900
KIF5C	GRIA2	0.900
ARRB1	AP1S1	0.900
PLCB4	NPFF	0.900
ZNRF2	TRIM9	0.900
NUMB	PSMC5	0.900
CHRM2	CLTA	0.900
ARRB2	SLC2A8	0.900
NTF3	SOS1	0.900
DNM2	F2R	0.900
CTTN	SYT9	0.900
DNAJC5	PGRMC1	0.900
ACTR2	SLC18A3	0.900
ARRB2	FCHO2	0.900
SLC18A3	HIP1R	0.900
SYT8	RAB5B	0.900
NPHP4	PRKACA	0.900
ANXA1	HTR2B	0.900
DNAJC6	SNAPIN	0.900
CHRM2	ANXA1	0.900
SLC18A2	LIN7C	0.900
PLCB4	P2RY1	0.900
ARRB2	SH3GL3	0.900
SYT8	CTTN	0.900
CHRM2	SH3KBP1	0.900
GRIA3	MDM2	0.900
RAB27A	LRRC7	0.900
NPFF	HTR2B	0.900
CNTN1	APH1A	0.900
ROR1	CLTA	0.900
SNAPIN	SNAP25	0.900
PACSIN1	SLC2A8	0.900
ADAM10	WFS1	0.900
GHRH	GNG3	0.900
ARRB2	CNKSR2	0.900
ROR1	CLTB	0.900
LIN7A	SLC18A2	0.900
GAK	BLOC1S6	0.900
P2RY1	GNG3	0.900
ANXA1	GHSR	0.900
GNG3	NMU	0.900
SLC18A2	PPFIA4	0.900
PLCB3	GNG3	0.900
CTTN	CHRNA1	0.900
PAK2	CHRNA1	0.900
GPER1	GNG3	0.900
P2RY1	NPFF	0.900
PAK2	CHRM1	0.900
ANXA1	GRM1	0.900
EFNA5	PLCG1	0.900
PLCB1	NPFF	0.900
PAK2	RAPSN	0.900
ITGB3	ARRB1	0.900
CHRNA1	PLCG1	0.900
CHRM4	NMU	0.900
FCHO2	SLC18A3	0.900
EPHB2	CLTA	0.900
ANXA1	NPFF	0.900
PDYN	P2RY4	0.900
CLTB	WNT5A	0.900
GPER1	PENK	0.900
DTNBP1	AP1S1	0.900
DNM2	SYT8	0.900
SYT8	DNM3	0.900
CHRM2	RAB5B	0.900
PLCB1	NMU	0.900
ARRB1	SYT9	0.900
SYT6	SYT10	0.900
CHRM5	NMU	0.900
PICALM	WNT5A	0.900
AAK1	WNT5A	0.900
ITGB1	ABI1	0.900
SYT8	DNAJC6	0.900
RAB5C	BLOC1S6	0.900
ARRB2	SYT9	0.900
FZD5	CLTB	0.900
RAB5B	SYT9	0.900
CHRNB4	PGRMC1	0.900
MYO7A	DFNB31	0.899
CALM1	ITPR1	0.899
CHRNB1	CHRNE	0.899
DTNA	SYNC	0.899
SEC22B	STX1A	0.899
RAB3C	RIMS2	0.898
GPHN	MTOR	0.898
GIPC1	NRP1	0.897
DVL1	FZD9	0.897
STX3	CPLX1	0.897
SRC	SHC4	0.896
GABRD	SLC6A1	0.896
DTNA	SNTB1	0.896
ATP2B4	CALM2	0.895
RPS19	EEF1A2	0.895
CRHR2	CRHBP	0.895
DMD	ACTB	0.894
RGS7BP	RGS9	0.893
SLC18A2	SLC6A4	0.893
PSEN1	GSK3B	0.893
CALM3	KCNH1	0.893
MICAL1	RAB10	0.893
KIF5A	GRIA2	0.892
RAP1A	PRKACA	0.892
DRD1	PPP1R1B	0.891
SRC	PTEN	0.891
STX2	CPLX1	0.891
RPS13	TUFM	0.891
NAPA	SNAP23	0.890
PIP5K1C	SYNJ2	0.890
DNM2	SRC	0.890
EIF3B	COPS5	0.889
STX11	VAMP2	0.889
RAP1A	RAB5B	0.889
STX7	NAPG	0.889
ENSG00000196689	CALCA	0.888
RAP1A	RAB5A	0.888
CAMK2B	GRM1	0.888
PABPC1	EEF2	0.888
SNAP47	SNAP25	0.887
ZDHHC17	HTT	0.887
SCN10A	SCN2A	0.887
COLQ	ACHE	0.886
CDC42	RAB11B	0.886
STX3	SYT1	0.885
ARF1	RAB5B	0.885
RAB5C	RAP1A	0.884
MYH10	RAB11A	0.884
ARFGEF2	FLNA	0.883
SV2B	SYT1	0.883
CTNNA2	ACTN1	0.883
GHRH	GHSR	0.883
STAT3	EFNB1	0.882
CALM3	CAMK4	0.882
NOS1	CALM3	0.882
ITPR1	ANK3	0.882
JAK2	CHRNA4	0.882
SLC18A1	SLC17A6	0.882
CTNNA2	CDH1	0.881
GRIN1	HTT	0.881
CDC42	PTEN	0.880
CALM1	ADCY8	0.880
CPEB3	CPEB2	0.880
PSMC5	RPL8	0.880
SYN1	SYP	0.880
AKT1	ITPR1	0.880
GABRR1	GABRR2	0.879
VAMP2	SNAP47	0.879
STXBP5L	STX1A	0.879
STX19	CPLX1	0.879
STX4	SNAP47	0.879
SNAP47	VAMP7	0.879
SLC6A1	SLC32A1	0.879
DOC2B	SNAP25	0.879
FYN	EFNA2	0.878
VPS45	VAMP4	0.878
SCRIB	DLG1	0.878
STX11	VAMP7	0.878
ACTN2	ACTB	0.876
RELA	STAT3	0.876
STX11	SNAP25	0.876
STX11	CPLX1	0.876
DLG1	MAPK14	0.875
SLC18A1	SLC17A7	0.875
PSEN1	PRKACA	0.875
CALM2	KCNH1	0.875
NOS1	CALM2	0.875
MYO7A	MYRIP	0.875
PTEN	RHEB	0.874
ITGB3	ACTB	0.874
CTNNB1	WNT5A	0.874
AKT1	ACTB	0.874
VAMP7	RAB11A	0.873
PRKACA	KCNMA1	0.873
AKT1	HTT	0.873
HTR1B	SLC6A4	0.873
RAB3C	CTTNBP2	0.872
EFNA5	NTRK2	0.872
STX11	VAMP4	0.872
TRIM9	SNAP25	0.872
SYT9	SNAP25	0.871
SYT7	STX1A	0.871
SNAP47	SNAP23	0.871
HOMER2	DBN1	0.870
NEDD4	EGFR	0.869
HNRNPH2	CRKL	0.868
SHISA9	GRIA2	0.867
RAC1	PRKCI	0.867
ITPR1	ANK1	0.867
LPHN1	FLRT2	0.867
STX7	SNAP25	0.866
SEPT8	SEPT6	0.866
FYN	SHC4	0.866
SEPT6	SEPT11	0.866
ERBB4	SHC4	0.866
P2RY1	P2RX1	0.866
DRD2	COMT	0.865
STX4	NAPA	0.865
NUFIP1	FMR1	0.865
GRIN1	CALM3	0.865
STX7	STX4	0.865
RAP1A	RAB8B	0.864
CTNNB1	PRKACA	0.864
SLC18A2	SLC6A2	0.864
SLITRK1	PTPRS	0.863
SOS1	CRKL	0.863
PICALM	CLU	0.863
YWHAQ	PPP1CC	0.863
CALM1	KCNH1	0.863
BACE1	ADAM10	0.863
EGFR	MDM2	0.862
PRKACA	RPS6KB1	0.862
SNAP47	STX1A	0.861
ATP2B4	CALM1	0.861
STX2	NAPA	0.860
RPS19	PSMC5	0.860
GAD2	SLC17A6	0.860
AKT1	BDNF	0.860
PTEN	CDH1	0.859
PTEN	NF1	0.859
ASAP1	SRC	0.858
PCDH15	DFNB31	0.858
RPS9	EEF1A2	0.858
KIF5C	TUBA1A	0.857
SYP	SLC17A7	0.856
GAD2	SLC17A7	0.856
RPL8	PSMC4	0.856
NOS1	GRIN2D	0.856
EIF4E	XRN1	0.855
INA	TANC1	0.855
KIF5A	GRIA4	0.855
SEC22B	STX3	0.855
MYO7A	USH2A	0.855
SNPH	STX1A	0.854
ABI1	ENAH	0.854
ENSG00000196689	ANK1	0.854
ATP2B4	CALM3	0.853
EEA1	RAB11A	0.853
TUFM	C1QBP	0.853
KIF5C	GRIA4	0.852
APBB1	APBA2	0.852
NOS1	CACNA1D	0.852
DLGAP1	TANC1	0.852
PTPRZ1	BCAN	0.851
RAP1A	PRKCI	0.851
EXOC3	SNAP25	0.851
GRIA3	KIF5A	0.851
STXBP5L	STX1B	0.851
RAPGEF4	MAPK14	0.850
GAD1	SLC6A1	0.850
SEC22B	STX1B	0.850
MYO5A	CALM1	0.850
NCS1	KCND3	0.850
GAD1	SLC17A7	0.849
JAK2	SHC4	0.849
CACNG7	GRIA2	0.848
NRP2	SEMA4C	0.848
EEF2	RPS6KB1	0.848
STX3	NAPA	0.847
EIF4E	EEF2	0.847
PCLO	RABAC1	0.847
GSK3B	CDH1	0.847
DRD2	SLC6A4	0.847
MYO5A	CALM3	0.847
MYO7A	GPR98	0.847
CACNA1D	KCNMA1	0.847
CHRM2	F2R	0.847
SEMA4C	NRP1	0.847
STX2	NAPG	0.846
ITGA8	TNN	0.846
PPP3CC	CACNA1D	0.846
CTNNA2	ACTB	0.845
DLG1	ADAM10	0.845
SYT7	CPLX1	0.845
P2RY4	P2RX1	0.845
RPS14	PSMC5	0.845
PLAA	USP14	0.845
DLGAP4	DLG1	0.845
STX3	STXBP5	0.844
ABLIM3	CDC42	0.844
SOS1	SHC4	0.844
GRIA2	CACNG8	0.843
NOS1	GUCY1B3	0.843
GAD1	SLC17A6	0.843
STX19	SNAP23	0.843
RPL38	EEF1A2	0.842
NOS1	DMD	0.842
UNC13B	STX1B	0.841
DGKQ	PLD2	0.841
CALM3	CACNA1D	0.841
CDC42	ARF6	0.841
KCNA4	DLGAP1	0.840
PSEN1	ADAM10	0.840
PTEN	CTNNB1	0.839
NRP2	NRP1	0.839
GRIA3	KIF5C	0.839
CDC42	SCRIB	0.839
GABRR3	GAD1	0.839
PCDH15	USH2A	0.838
NEFH	MAPK14	0.838
PTEN	PDPK1	0.838
NAPG	STX4	0.838
SLC17A6	SLC17A7	0.838
RPL10A	PSMC5	0.838
STX4	SYT1	0.838
SLC6A1	STX1A	0.838
KCNB1	STX1A	0.837
SNAP47	VAMP4	0.837
GLUL	SLC1A2	0.837
NOS1	HRAS	0.837
CPEB2	FMR1	0.837
IL1RAPL1	SHANK1	0.837
PIP5K1C	ACTB	0.837
RPS14	PSMC4	0.837
ILK	CDH1	0.836
GPHN	SLC32A1	0.836
SYP	SYT1	0.836
CPEB1	FMR1	0.836
NOS1	ITPR1	0.835
PLD1	RHEB	0.835
KIF1A	PPFIA3	0.834
SNTB1	SSPN	0.833
SPTBN1	DBN1	0.833
SNAPIN	SNAP23	0.833
PLCB3	DGKI	0.833
ADCY8	CAMK4	0.833
BDNF	ARC	0.832
GRIN1	PRKACA	0.832
EFNA5	EGFR	0.832
PSMC5	RPS3	0.832
PRKCZ	RAP1A	0.832
CRYAB	PRNP	0.832
GABRR3	SLC6A1	0.832
DAGLB	DAGLA	0.831
STAT3	CDH1	0.831
USH2A	LAMA5	0.831
ENSG00000196689	CALM1	0.831
ITGA8	TNR	0.831
MAP2	SYP	0.830
SYT7	SNAP25	0.830
STX10	VAMP7	0.830
DLG1	GRIA2	0.830
PPP3CC	CALM3	0.830
SYN1	SLC17A7	0.830
COPS5	USP14	0.830
MTOR	PLD2	0.830
GABRG2	GABRD	0.829
GRIN1	CALM2	0.829
CHRNA7	JAK2	0.829
AKAP7	AKAP5	0.829
GABRB1	GABRB2	0.829
DTNA	DTNBP1	0.828
SLC18A3	SLC18A2	0.828
PTEN	STAT3	0.828
P2RX4	P2RY1	0.827
SEC22B	SEPT11	0.827
CAMK2B	FLNA	0.827
ERC1	PPFIA3	0.827
GRIA3	SHISA9	0.827
GAD1	CALB2	0.827
CTNNB1	CTNND2	0.826
ARRB2	PPP2R2A	0.826
PPP3CC	CALM2	0.826
CAMK2B	PLCG1	0.826
BDNF	EGFR	0.826
ATP1A3	ATP1A2	0.826
SLC18A1	SLC18A3	0.826
GAD2	SLC6A1	0.825
BDNF	SYN1	0.825
SV2C	SV2B	0.825
GABRE	GABRB1	0.824
GPR98	PCDH15	0.824
UCN	CRHBP	0.824
NOS1	GUCY1A3	0.824
GABRE	GABRB2	0.823
SRGAP2	ITSN1	0.823
JAK2	AGER	0.823
RELA	RAC1	0.822
SEC22B	VAMP2	0.822
SEC22B	MPST	0.822
NEFL	MAPK14	0.821
CEL	CYP46A1	0.821
GABRE	GABRB3	0.821
RPS27	EEF1A2	0.821
HRAS	MTOR	0.820
ATP2B2	CALM1	0.820
GPHN	GABRB3	0.820
SRC	ITGA2	0.820
RIMS2	RABAC1	0.819
ATP1A1	ATP2A2	0.819
PTEN	EIF4EBP1	0.819
SOS1	NF1	0.818
LZTS1	DNAJC6	0.818
ZMYND8	DBN1	0.818
ATP1A2	ATP6V0D1	0.818
PRRT2	SNAP25	0.818
STX7	STX11	0.817
STX10	STX4	0.817
AP3D1	SLC30A3	0.817
PDYN	DRD1	0.817
STX10	STX11	0.816
PPP1CC	CACNA1D	0.816
CACNG7	GRIA4	0.816
PRKACA	CACNA1D	0.816
GABRA1	GABRD	0.816
CALM1	PPP1CC	0.816
ENSG00000196689	SCN10A	0.815
HRAS	ERBB4	0.815
PRKACA	GRIN2D	0.815
CADPS2	NRG3	0.815
MINK1	CHRNE	0.815
STX10	STX1A	0.815
RAB4A	STX4	0.814
JAK2	CHRNB4	0.814
DMD	ANK2	0.814
SRC	PLD1	0.814
ITGB3	ACTN1	0.813
GRIA2	CACNG4	0.813
SH3KBP1	ARHGAP44	0.813
SYN1	SLC32A1	0.813
ITGB1	TNN	0.813
GPHN	GABRB2	0.813
CALM3	ACTC1	0.813
CHRM2	CHRM1	0.813
CALM1	ACTC1	0.813
GRIA4	GRIN3B	0.812
CTNNA2	CTNND2	0.812
SEC22B	SNAP25	0.812
STXBP5	SNAP23	0.811
MYRIP	RAB27B	0.810
P2RY4	P2RX4	0.810
ITGB3	TNN	0.810
STX11	STX19	0.810
CACNG7	GRIN1	0.810
PDE2A	ADCY8	0.810
PLD2	PLCG1	0.810
EGFR	MAPK14	0.810
PLCB3	CAMK2B	0.810
PRKACA	GRIN3B	0.809
EIF4EBP2	EIF4EBP1	0.809
CAMK2B	PPP1CC	0.809
NEFL	MAP2	0.809
NUMB	YWHAH	0.809
PABPC1	XRN1	0.809
STX2	STXBP5	0.809
FCHSD1	ITSN1	0.809
RPS13	PSMC5	0.808
EXOC3	MYRIP	0.808
SLC18A1	SLC18A2	0.808
STX7	STXBP5	0.808
PLD1	PLD2	0.807
SYT7	STX3	0.807
CPLX3	CPLX4	0.807
KCNIP3	KCNC1	0.807
SUMO1	PRKCZ	0.807
SYT1	SNAP23	0.807
ITGB1	TNR	0.807
ITGB3	TNR	0.807
BDNF	DRD3	0.806
DROSHA	XRN1	0.806
PRKACA	GRIA2	0.806
CAMK2B	RAP1A	0.805
GRIN2D	GRIN3B	0.805
CACNG7	GRIN2D	0.805
PRKACA	ITGA2	0.805
RGS14	ITGB1	0.804
KCNK2	PRKACA	0.804
ATP2A2	ATP1A2	0.804
GABRR3	GABRR1	0.804
GABRR3	GABRR2	0.804
GRIA3	CACNG7	0.804
HRAS	STAT3	0.804
ATP2B2	CALM3	0.803
ATP1A1	ATP1A3	0.803
ATP1A1	ATP1A2	0.803
SLC6A1	SLC1A2	0.803
BDNF	GAD1	0.803
GRIA2	GRIN3B	0.802
CALM3	CALM2	0.802
GAD1	CALB1	0.802
GRIA3	GRIN3B	0.802
ITGB1	ACTB	0.802
DNAJC5	SGTA	0.802
SNAP47	STX1B	0.801
GABRR3	GAD2	0.801
ACTB	EEF1A2	0.801
GPHN	GABRB1	0.801
CNTNAP4	CNTN5	0.801
GABRG3	GPHN	0.800
KIF5A	TUBB2B	0.800
GLRA4	GRIN3B	0.800
DRD2	PPP1R1B	0.800
SHC4	BCR	0.800
UNC13B	SYT2	0.799
RPL10A	PSMC4	0.799
STX19	SNAP25	0.799
CACNG7	CACNG4	0.798
SEMA4C	EFNB3	0.798
SEMA4C	EFNA2	0.798
EGFR	PLD2	0.798
GDI2	RAB4A	0.797
PRIMA1	ACHE	0.797
ATP1A3	ATP2A2	0.797
BZRAP1	RAB3C	0.797
GPHN	GABRD	0.796
COLQ	CHRNE	0.796
LIN7A	DLG1	0.795
ACHE	CHRNE	0.795
CPLX1	VAMP7	0.794
CACNG7	GRIN3B	0.794
MYO5A	CALM2	0.794
SEMA4C	EFNB1	0.794
TUFM	EEF2	0.794
EFNA5	SEMA4C	0.793
KCNA4	SIGMAR1	0.793
CHRNA7	CHRNE	0.793
FBXO2	BACE1	0.793
STXBP5	STX4	0.793
KCNA1	SCN2A	0.792
RAB27A	UNC13B	0.792
STX19	VAMP2	0.792
PLCB3	SYNJ2	0.792
DNAJC6	VPS35	0.792
BDNF	SLC6A4	0.792
SEMA4C	EFNB2	0.792
VAMP7	RAB21	0.791
SYT7	STX4	0.791
SYT12	SNAP25	0.791
AKT1	NF1	0.791
SHISA9	GRIA4	0.790
HOMER1	DBN1	0.789
PSEN1	KCNIP3	0.789
KCNA1	KCNA3	0.789
MYO5A	RAB11B	0.789
CALM1	ATP2B3	0.789
UNC13B	STXBP5	0.788
CHRNA7	CHRNB1	0.788
GHRH	GNRH1	0.788
DRD3	COMT	0.788
PLCB1	DGKQ	0.787
MPP2	DLG1	0.787
CRKL	ERBB4	0.787
STX10	STX19	0.786
AKT1	RELA	0.786
PLD1	DGKE	0.786
ATP2B3	SLC8A2	0.786
SLC6A4	STX1A	0.786
P2RY1	P2RX5	0.786
HPCA	KCND3	0.786
DRD1	GRIN1	0.786
HOMER1	TANC1	0.786
STX2	SYT1	0.785
HPCA	KCNC1	0.785
SYNJ2	PLCB1	0.785
STX10	STX1B	0.785
STX11	STXBP5	0.785
PSMC2	RPS3	0.785
CTTN	CTTNBP2	0.785
GAP43	MAP2	0.785
DRD1	NTS	0.784
BDNF	PPP1R1B	0.784
ANXA1	EGFR	0.783
DGKE	PLD2	0.783
ERC1	UNC13B	0.783
SYP	SLC32A1	0.783
GABRG2	SCN2A	0.783
ACTB	MYL7	0.783
STX2	STX4	0.783
ENSG00000196689	CALM3	0.782
CAMK4	CALM2	0.782
BZRAP1	MAPK8IP1	0.782
AKT1	EIF4E	0.782
ACTN2	ACTC1	0.781
BDNF	PSEN1	0.781
GRIP1	GRIPAP1	0.780
P2RX6	P2RY4	0.780
NCS1	KCNC1	0.780
SEC22B	STX2	0.780
GABRA5	SLC6A1	0.779
AKT1	PLCG1	0.779
RPLP2	FXR2	0.779
GRIN1	SLC32A1	0.779
SYN2	SYT2	0.778
PLCB4	SYNJ2	0.778
SLC9B2	SLC9A6	0.778
RPL6	PSMA3	0.778
KCNA2	SCN2A	0.778
RAB4A	EEA1	0.778
CPEB1	CPEB4	0.778
SYT7	VAMP7	0.777
HTT	RAB11A	0.777
PLCB3	SYNJ1	0.777
SRC	SYN1	0.777
CTNNA2	LRRTM1	0.777
ACTB	CAP2	0.777
SYN2	NOS1AP	0.777
DCC	TRIM9	0.776
AKT1	PPP2R2A	0.776
PLCB3	DGKQ	0.776
LPHN1	LRRTM1	0.776
SNAP25	SYT10	0.775
KCNH1	KCNC1	0.775
PDE2A	GUCY1A3	0.775
SHISA6	VWC2	0.775
PPP3CC	GSK3A	0.775
SYT6	SNAP25	0.775
CHRNB1	ACHE	0.775
GABRR3	GPHN	0.775
GRIN1	CACNG4	0.775
STX1A	SLC6A2	0.775
SLC1A2	SLC17A7	0.775
FOSL1	MAPK14	0.774
NTRK2	EFNA2	0.774
SYT8	SNAP25	0.774
PLCB4	DGKQ	0.774
SYP	SLC17A6	0.774
GRIN1	GRM1	0.774
ILK	MTOR	0.774
PLCB4	DGKI	0.774
CHRNA4	ACHE	0.773
ENSG00000196689	CALM2	0.773
GAK	DGKQ	0.773
GRIN1	PPP1CC	0.773
GAP43	SYP	0.773
GABRD	GABRA5	0.772
EIF4EBP2	RHEB	0.772
ACTN1	ITGA3	0.772
SEC22B	STX19	0.772
HAP1	GABRB1	0.772
CALM2	ITPKA	0.771
RAB3C	SNAP25	0.771
EEA1	CANX	0.771
YES1	SNAP23	0.771
RPL5	EEF1A2	0.771
GRIN1	CACNG8	0.770
KIF5C	TUBB2B	0.770
DOC2B	STX4	0.770
NEURL1	MIB1	0.770
SYNPR	SYNGR4	0.770
CCK	CALB2	0.769
BDNF	CNR1	0.769
EIF4EBP2	RPS6KB1	0.769
PLD1	DGKQ	0.769
ATP2B2	CALM2	0.769
DOC2B	UNC13B	0.769
PLCB1	PLCG1	0.769
BDNF	NPAS4	0.768
CACNA1D	ATP2B3	0.768
PKP4	CTNNB1	0.768
GRIN2D	CACNG4	0.768
CALM1	ITPKA	0.768
ATP1A1	CACNA1D	0.768
KCNA3	DLG1	0.768
STX10	VAMP2	0.768
ASAP1	CTTN	0.767
SLC18A3	ACHE	0.767
BAI1	BAIAP3	0.767
SYNJ1	PLCB1	0.767
CLN3	KCNIP3	0.767
SHISA9	GRIN1	0.766
PDE2A	GUCY1B3	0.766
BDNF	ERBB4	0.766
GAD2	CALB2	0.766
STX11	NAPA	0.766
PSMC2	COPS5	0.766
RTN4	RABAC1	0.766
CALM3	ATP2B3	0.765
STX19	SNAP47	0.765
SYNJ1	PLCB4	0.765
CACNG4	GRIN3B	0.765
ACTC1	CALM2	0.765
MPDZ	LIN7C	0.765
PPFIA3	ERC2	0.765
NUMB	EPHB2	0.764
SORCS3	VPS35	0.764
SYT2	SYN1	0.764
CAMK2B	ADCY8	0.764
IL1RAPL2	SHANK1	0.764
CACNG8	GRIN2D	0.763
GABRG2	GRIN1	0.763
GRIN1	SYP	0.763
VPS45	STX1A	0.763
CASK	KCNH1	0.763
ITPR1	VDAC1	0.763
STX11	SNAP47	0.763
RAB10	CANX	0.763
GAD2	CALB1	0.762
STX10	STX2	0.762
SRC	CALM1	0.762
HRAS	CTNNB1	0.761
PLCB1	DGKI	0.761
PTPRZ1	FYN	0.761
PTEN	ERBB4	0.761
GRM1	ITPR1	0.760
SYT2	OTOF	0.760
CTNNB1	STAT3	0.760
SYNJ1	PLCG1	0.760
ADCYAP1	GNRH1	0.760
WNT5A	CDH1	0.759
ITPR1	HOMER2	0.759
KCNMA1	KCNH1	0.759
RPS3A	PSMA3	0.759
SHISA9	CACNG8	0.759
AKT1	ARF6	0.759
ERBB4	PLCG1	0.758
CADM2	NRXN2	0.758
PDYN	CCK	0.758
CACNG8	GRIN3B	0.758
STAT3	RPS6KB1	0.758
RPS13	PSMC4	0.758
HRAS	CDH1	0.758
RPS3	PSMA3	0.758
SYNPR	SNAP25	0.758
AKT1	MAPK8IP1	0.757
PLD1	PSEN1	0.757
CALM2	ATP2B3	0.757
FLNA	MYH9	0.757
PKP4	CDH1	0.757
APH1A	ADAM10	0.757
NRXN2	CBLN1	0.756
ABHD6	DAGLA	0.756
HAP1	GABRB2	0.756
DVL1	WNT7A	0.756
GRIN1	SHANK1	0.756
YWHAQ	LRP8	0.756
GLRA4	SLC6A9	0.755
PTEN	PRKCI	0.755
CHRNA2	CHRNE	0.755
CPEB3	FMR1	0.755
GRIK2	NETO1	0.755
EEA1	EGFR	0.755
CHRNA9	CHRNB1	0.754
FOSL1	CHRM1	0.754
CHAT	CALB1	0.754
VDAC1	CANX	0.754
RAPSN	CHRNE	0.754
PDPK1	RHEB	0.754
RPL30	FXR2	0.754
GRIA2	SYP	0.753
PPP1CC	ACTC1	0.753
PTPRZ1	CNTN2	0.753
CHRNE	CHRNA1	0.753
KCNB1	KCNH1	0.753
SV2C	SYT1	0.753
EEF2	PSMC4	0.753
MTOR	GSK3B	0.753
RPL6	FXR2	0.752
CHAT	CALB2	0.752
GRIA2	SHANK1	0.752
DGKB	PLCB4	0.751
SNAP47	NAPA	0.751
ILK	PTEN	0.751
SYNJ2	PLCG1	0.751
ITGA8	LAMA5	0.751
STX2	SNAP47	0.750
SYN1	SLC17A6	0.750
MAP2	SYN1	0.749
P2RY4	P2RX5	0.749
SRC	PLD2	0.749
GRIA2	SLC17A7	0.749
GPHN	SLC17A7	0.749
AKT1	CTBP1	0.749
PPT1	DNAJC5	0.749
STX19	NAPA	0.748
RPS3A	PSMC5	0.748
CHAT	SLC5A7	0.748
STX4	RAB11A	0.748
BDNF	SYP	0.748
CHRNA9	CHRNE	0.748
CCK	CNR1	0.747
DLG1	CRIPT	0.747
GABRA1	HAP1	0.747
KCNA2	KCNMA1	0.747
NUFIP1	FXR2	0.747
COL4A5	ITGA3	0.747
CTNND2	RAPSN	0.746
CPEB1	EIF4E	0.746
SEC22B	STX11	0.746
AGRN	PRSS12	0.745
GRIA2	SNAP25	0.745
KCNA2	CNTN2	0.745
HOMER1	ITPR1	0.745
DRD1	SLC6A4	0.745
SIGMAR1	FUS	0.745
GABRD	HAP1	0.745
GABRP	GPHN	0.745
CALM2	EEF2K	0.745
CALM3	EEF2K	0.745
AKT1	CTTN	0.745
BDNF	SLC17A7	0.745
MYO7A	RAB27A	0.744
CHRNA2	CHRNB1	0.744
AKT1	FLNA	0.744
PTK2B	NPHP4	0.744
RAB27A	STX11	0.744
APH1A	BACE1	0.744
GABRG2	TTYH1	0.743
ITSN1	AP3B1	0.743
SRC	ITGA3	0.743
SLC6A4	HTR2B	0.743
BDNF	OPRM1	0.743
RAB5C	RABAC1	0.743
PLCB1	DGKE	0.742
SYT7	SNAP23	0.742
ZDHHC17	PICALM	0.742
FYN	ADD2	0.741
DRD2	SLC18A2	0.741
RPL7	PSMC4	0.741
CHRNA4	CHRNB1	0.741
SH3GL2	SLC17A7	0.741
GRIN1	SLC17A7	0.741
GABRA2	GABRE	0.741
RPL8	FXR2	0.740
FMR1	NLGN3	0.740
PDYN	NTS	0.740
UNC13B	CALM3	0.740
GABRA2	GABRD	0.740
RPL10A	FXR2	0.740
LRP8	MAPK8IP1	0.740
HNRNPD	MAPK14	0.740
CALM1	PLCB1	0.740
DLG1	KCNA4	0.740
SHISA6	GRIA2	0.739
DNM2	ARF6	0.739
UNC13B	CALM1	0.739
PTPRA	SLITRK1	0.739
SPARCL1	SPOCK1	0.739
AP3D1	AP1S1	0.739
DGKB	PLD2	0.739
KCNA2	ADAM22	0.739
KCNC3	SLC17A7	0.739
CTNNB1	GLUL	0.738
DTNA	DMD	0.738
PRKCZ	PTEN	0.738
GABRA1	GABRE	0.738
MYH10	CALM1	0.738
RPS13	PSMC2	0.738
GABRA2	CHRM2	0.737
SYT2	STX3	0.737
CHRNB1	CHRNB4	0.737
GPHN	GABRE	0.737
PLCB3	DGKB	0.737
KCNA2	LGI1	0.736
DNM1L	VDAC1	0.736
SHISA9	GRIN2D	0.736
CPLX3	STX1A	0.736
NTF3	EGFR	0.736
GRM1	GRIA2	0.736
PTEN	PLCG1	0.736
UNC13B	CALM2	0.735
FYN	ITPR1	0.735
ATP2A2	ITPR1	0.735
NRXN1	CBLN1	0.735
GABRR3	SLC32A1	0.735
LRRC4B	LPHN1	0.734
ADCYAP1	BDNF	0.734
FRRS1L	RPL8	0.734
EPHB2	GRIN1	0.734
COMT	DTNBP1	0.734
EGFR	EFNA2	0.734
FRRS1L	RPS13	0.734
PRIMA1	COLQ	0.734
FRRS1L	RPS14	0.734
SLC29A1	SLC1A2	0.734
PCLO	ERC2	0.733
BDNF	COMT	0.733
DRD1	COMT	0.733
LPHN1	LRRTM2	0.733
RAPGEF4	RABAC1	0.733
DRD2	SLC6A2	0.733
GABRG2	GABRE	0.733
FRRS1L	RPL38	0.733
FRRS1L	RPS9	0.733
COLQ	CHRNA1	0.732
GRIA2	SLC1A2	0.732
KCNA4	KCNIP3	0.732
ACTN1	ITGA8	0.732
GABRG2	HAP1	0.732
NF1	EGFR	0.732
EIF3B	PSMA3	0.732
CNTNAP4	EPB41	0.732
MYH10	CALM3	0.732
MAP1LC3A	MTOR	0.731
SHISA9	GSG1L	0.731
